nodeId,version,timestamp,userId,amenityType,name,disused,numEdits
366073245,8,2020-04-08 13:08:29+00:00,364,pub,Hamilton Hall,,101
295975602,13,2020-04-08 13:08:28+00:00,364,pub,The Crosse Keys,,101
655338290,4,2020-05-16 07:01:30+00:00,364,fast_food,Subway,,101
25473538,6,2020-04-08 13:08:28+00:00,364,pub,The Liberty Bounds,,101
333279289,5,2020-06-13 08:30:34+00:00,364,pub,The Millers's Well,,101
452416571,5,2020-06-12 20:50:27+00:00,364,restaurant,Scott's,,101
12243302,11,2020-06-13 08:30:32+00:00,364,pub,The George,,101
419960967,9,2020-06-13 08:30:30+00:00,364,pub,The Richmal Crompton,,101
34469888,6,2020-06-13 08:30:29+00:00,364,pub,The Railway Bell,,101
5157802713,4,2020-06-13 08:30:29+00:00,364,pub,The Furze Wren,,101
2531024418,4,2020-06-13 08:30:27+00:00,364,pub,The White Swan,,101
293516727,8,2020-06-13 08:30:27+00:00,364,pub,Rockingham Arms,,101
447919708,4,2020-06-13 08:30:26+00:00,364,pub,Baxter's Court,,101
391097392,5,2020-06-13 08:30:26+00:00,364,restaurant,Zaika,,101
699694244,2,2020-06-13 08:30:25+00:00,364,restaurant,Bombay Brasserie,,101
36585191,4,2020-06-13 08:30:23+00:00,364,pub,The Woodman,,101
5724481760,4,2020-06-12 20:50:27+00:00,364,restaurant,Nobu,,101
2461305295,3,2020-06-13 08:30:22+00:00,364,restaurant,Union Street Cafe,,101
6400858467,2,2020-06-13 08:30:21+00:00,364,fast_food,Suya Express,,101
6430767121,3,2020-06-12 20:58:04+00:00,364,embassy,Embassy of El Salvador,,101
618653525,5,2020-06-12 20:56:29+00:00,364,pub,Wetherspoon,,101
348817410,19,2020-06-12 20:56:29+00:00,364,pub,The Moon Under Water,,101
385560795,13,2020-06-12 20:56:28+00:00,364,pub,The Willow Walk,,101
372519488,15,2020-06-12 20:56:26+00:00,364,pub,De Hems Cafe Bar,,101
5742592713,4,2020-06-12 20:50:31+00:00,364,restaurant,Umu,,101
4691813094,3,2020-06-12 20:50:30+00:00,364,restaurant,Chutney Mary,,101
659653086,3,2020-06-12 20:50:30+00:00,364,restaurant,The Greenhouse,,101
5150570900,2,2020-06-12 20:50:28+00:00,364,restaurant,The Araki,,101
7581534029,2,2020-06-13 08:30:22+00:00,364,pub,The Kings Arms,,101
966325485,2,2021-01-19 13:04:36+00:00,508,post_box,,,4
3023395356,2,2020-08-25 19:34:13+00:00,508,cafe,Caffe Granello,,4
3129631382,2,2020-04-03 08:17:23+00:00,508,bicycle_parking,Waitrose & Partners,,4
7178906836,2,2020-04-03 08:17:23+00:00,508,cafe,Waitrose & Partners,,4
8565657002,1,2021-03-26 19:49:08+00:00,736,cafe,,,1
7835992377,1,2020-08-22 21:38:58+00:00,1185,bench,,,104
7835992376,1,2020-08-22 21:38:58+00:00,1185,bench,,,104
7835992375,1,2020-08-22 21:38:58+00:00,1185,bench,,,104
7835992378,1,2020-08-22 21:38:58+00:00,1185,bench,,,104
7835997196,1,2020-08-22 21:38:58+00:00,1185,weighbridge,,,104
7833828999,1,2020-08-21 22:57:31+00:00,1185,bench,,,104
6754100889,2,2020-08-21 22:57:31+00:00,1185,bench,,,104
7826278446,1,2020-08-19 14:34:13+00:00,1185,clinic,The Appleby Centre,,104
7821188435,1,2020-08-17 21:05:09+00:00,1185,bench,,,104
7821188434,1,2020-08-17 21:05:09+00:00,1185,bench,,,104
7689515771,3,2020-08-09 10:52:44+00:00,1185,bench,,,104
7821188436,1,2020-08-17 21:05:09+00:00,1185,bench,,,104
3813125779,2,2020-08-17 21:05:09+00:00,1185,bench,,,104
7821188433,1,2020-08-17 21:05:09+00:00,1185,bench,,,104
7821059152,1,2020-08-17 19:34:17+00:00,1185,bench,,,104
7821059039,1,2020-08-17 19:34:17+00:00,1185,bench,,,104
7816343631,1,2020-08-15 23:18:06+00:00,1185,waste_basket,,,104
7816343630,1,2020-08-15 23:18:06+00:00,1185,waste_basket,,,104
7799409620,1,2020-08-09 21:30:44+00:00,1185,bench,,,104
7798227778,1,2020-08-09 10:52:44+00:00,1185,bench,,,104
7689515775,3,2020-08-09 10:52:44+00:00,1185,bench,,,104
7689515776,3,2020-08-09 10:52:44+00:00,1185,bench,,,104
5713760923,2,2020-08-22 21:38:58+00:00,1185,bench,,,104
7821059152,2,2020-08-17 21:05:09+00:00,1185,bench,,,104
7837548794,1,2020-08-23 15:56:58+00:00,1185,bench,,,104
5575900102,2,2020-08-23 16:08:28+00:00,1185,post_box,,,104
7692869980,2,2020-08-09 10:52:44+00:00,1185,bench,,,104
8266597429,2,2021-03-17 10:44:06+00:00,1185,cafe,Starbucks,,104
8284265928,1,2021-01-02 17:47:57+00:00,1185,restaurant,Andy's Restaurant,,104
5590535373,4,2021-01-02 17:47:57+00:00,1185,restaurant,Zzetta Pizza,,104
5435868512,3,2021-01-02 17:47:57+00:00,1185,restaurant,Love Choco,,104
5395677847,2,2021-01-02 17:47:57+00:00,1185,library,Custom House and Canning Town Community Neighbourhood Centre and Library,,104
4042751088,2,2021-01-02 17:47:57+00:00,1185,cafe,Oliver's Cafe,,104
5346954567,7,2021-01-02 17:47:57+00:00,1185,restaurant,Efes Turkish Restaurant,,104
8266973070,1,2020-12-28 13:59:17+00:00,1185,bench,,,104
8266616534,1,2020-12-28 11:30:22+00:00,1185,waste_basket,,,104
1177757623,7,2020-12-28 11:18:01+00:00,1185,post_box,,,104
8266597467,1,2020-12-28 11:18:01+00:00,1185,dentist,,,104
8259947896,1,2020-12-25 17:01:05+00:00,1185,atm,,,104
8259947893,1,2020-12-25 17:01:05+00:00,1185,fast_food,McDonald's,,104
8259947895,1,2020-12-25 17:01:05+00:00,1185,clinic,Northway Clinic,,104
7879060681,1,2020-09-05 17:32:23+00:00,1185,bench,,,104
7879060680,1,2020-09-05 17:32:23+00:00,1185,bench,,,104
7875906822,2,2020-09-05 00:08:23+00:00,1185,bench,,,104
3824553015,4,2020-09-04 14:55:06+00:00,1185,toilets,,,104
4449096792,2,2020-08-30 13:28:21+00:00,1185,bench,,,104
4449130789,2,2020-08-30 13:28:21+00:00,1185,bench,,,104
4449096996,2,2020-08-30 13:28:21+00:00,1185,bench,,,104
4449096995,2,2020-08-30 13:28:21+00:00,1185,bench,,,104
7835992379,1,2020-08-22 21:38:58+00:00,1185,bench,,,104
7689515774,3,2020-08-09 10:52:44+00:00,1185,bench,,,104
6754100897,2,2020-08-21 22:57:31+00:00,1185,bench,,,104
7692869979,2,2020-08-09 10:52:44+00:00,1185,bench,,,104
7703809860,1,2020-07-10 22:43:53+00:00,1185,bench,,,104
7703809859,1,2020-07-10 22:43:53+00:00,1185,bench,,,104
7703809861,1,2020-07-10 22:43:53+00:00,1185,bench,,,104
7703809862,1,2020-07-10 22:43:53+00:00,1185,bench,,,104
7703809863,1,2020-07-10 22:43:53+00:00,1185,bench,,,104
7696307652,1,2020-07-08 21:23:54+00:00,1185,bench,,,104
7692869978,1,2020-07-07 20:43:38+00:00,1185,bench,,,104
7689515776,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
7692869981,1,2020-07-07 20:43:38+00:00,1185,bench,,,104
7689515773,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
6603503500,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
7689515775,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
7689515774,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
7689515771,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
7692869979,1,2020-07-07 20:43:38+00:00,1185,bench,,,104
7692869980,1,2020-07-07 20:43:38+00:00,1185,bench,,,104
7689515775,1,2020-07-06 22:41:16+00:00,1185,bench,,,104
7689515773,1,2020-07-06 22:41:16+00:00,1185,bench,,,104
7689515771,1,2020-07-06 22:41:16+00:00,1185,bench,,,104
7689515774,1,2020-07-06 22:41:16+00:00,1185,bench,,,104
7689515772,1,2020-07-06 22:41:16+00:00,1185,bench,,,104
7689515776,1,2020-07-06 22:41:16+00:00,1185,bench,,,104
7689515773,3,2020-08-09 10:52:44+00:00,1185,bench,,,104
6754100891,2,2020-07-15 19:03:02+00:00,1185,bench,,,104
6754100906,2,2020-07-15 19:03:02+00:00,1185,bench,,,104
7689515772,2,2020-07-07 20:43:38+00:00,1185,bench,,,104
6754100905,2,2020-07-15 19:03:02+00:00,1185,bench,,,104
7692869981,2,2020-08-09 10:52:44+00:00,1185,bench,,,104
6754100899,2,2020-07-15 19:03:02+00:00,1185,bench,,,104
7689515772,3,2020-08-09 10:52:44+00:00,1185,bench,,,104
7798227781,1,2020-08-09 10:52:44+00:00,1185,bench,,,104
7692869978,2,2020-08-09 10:52:44+00:00,1185,bench,,,104
6754100906,3,2020-08-03 20:00:45+00:00,1185,bench,,,104
7781958960,1,2020-08-03 20:00:45+00:00,1185,waste_basket,,,104
6754100890,2,2020-08-03 20:00:45+00:00,1185,bench,,,104
6754100905,3,2020-08-03 20:00:45+00:00,1185,bench,,,104
6754100898,2,2020-08-03 20:00:45+00:00,1185,bench,,,104
6754100899,3,2020-08-03 20:00:45+00:00,1185,bench,,,104
6754100904,2,2020-08-03 20:00:45+00:00,1185,bench,,,104
6754100891,3,2020-08-03 20:00:45+00:00,1185,bench,,,104
7776071405,1,2020-08-01 18:37:22+00:00,1185,waste_basket,,,104
7776071404,1,2020-08-01 18:37:22+00:00,1185,bench,,,104
7738168300,1,2020-07-22 21:15:56+00:00,1185,bench,,,104
6547635088,4,2020-07-21 14:43:12+00:00,1185,waste_basket,,,104
7726078044,3,2020-07-24 10:07:19+00:00,1185,bicycle_rental,Brompton Bike Hire: The Crystal,,104
7726078044,2,2020-07-23 00:15:22+00:00,1185,bicycle_rental,Brompton Bike Hire: The Crystal,,104
7776071417,1,2020-08-01 18:37:22+00:00,1185,waste_basket,,,104
7776071403,1,2020-08-01 18:37:22+00:00,1185,bench,,,104
7776071402,1,2020-08-01 18:37:22+00:00,1185,bench,,,104
7776058283,1,2020-08-01 18:37:22+00:00,1185,bench,,,104
6547635088,3,2020-07-20 13:43:15+00:00,1185,waste_basket,,,104
878030023,4,2020-08-24 23:23:15+00:00,1311,bicycle_parking;bicycle_repair_station,,,1
8015000873,1,2020-10-17 01:29:58+00:00,1611,restaurant,Round Square,,76
8015008695,1,2020-10-17 01:29:58+00:00,1611,cafe,Atlas Cafe,,76
8015000865,1,2020-10-17 01:29:58+00:00,1611,cafe,Ashmarino,,76
1281709889,3,2020-10-17 01:29:58+00:00,1611,atm,,,76
8015008697,1,2020-10-17 01:29:58+00:00,1611,fast_food,Hana Sushi,,76
8015008698,1,2020-10-17 01:29:58+00:00,1611,restaurant,Meskerem,,76
8015008701,1,2020-10-17 01:29:58+00:00,1611,atm,,,76
8011454992,1,2020-10-16 00:15:57+00:00,1611,bicycle_parking,,,76
8014787344,1,2020-10-16 23:46:51+00:00,1611,restaurant,Big Jo,,76
8011454990,1,2020-10-16 00:15:57+00:00,1611,bicycle_parking,,,76
8011454991,1,2020-10-16 00:15:57+00:00,1611,bicycle_parking,,,76
1010841634,8,2020-10-16 00:15:57+00:00,1611,post_box,,,76
5003851265,2,2020-10-17 01:29:58+00:00,1611,cafe,Girasol,,76
1253198033,2,2020-09-13 21:48:37+00:00,1611,atm,,,76
7943534170,1,2020-09-25 23:40:10+00:00,1611,cafe,,,76
8015008699,1,2020-10-17 01:29:58+00:00,1611,fast_food,Hana Eat Go,,76
8015000869,1,2020-10-17 01:29:58+00:00,1611,restaurant,Apollo,,76
3865853875,2,2020-12-13 22:37:59+00:00,1611,place_of_worship,Christ Harvest Centre,,76
344791685,2,2020-10-17 01:35:59+00:00,1611,cafe,One Way Cafe,,76
2377941693,2,2021-02-07 23:44:36+00:00,1611,recycling,,,76
1247043851,3,2020-09-13 21:48:37+00:00,1611,pharmacy,,,76
8267608527,1,2020-12-28 18:07:35+00:00,1611,motorcycle_parking,,,76
8225729711,1,2020-12-13 22:37:59+00:00,1611,bicycle_parking,,,76
3865853880,2,2020-12-13 22:37:59+00:00,1611,restaurant,Sunny Beach,,76
8225729716,1,2020-12-13 22:37:59+00:00,1611,fast_food,Tennessee Express,,76
3865853879,2,2020-12-13 22:37:59+00:00,1611,taxi,,,76
8014921976,1,2020-10-17 01:35:59+00:00,1611,restaurant,Artigiano,,76
3865853876,2,2020-12-13 22:37:59+00:00,1611,cafe,Harvest Cafe,,76
8048891859,1,2020-10-27 01:18:01+00:00,1611,kindergarten,MTO Nursery,,76
593335450,6,2020-10-27 00:37:33+00:00,1611,restaurant,Thai City,,76
8048931896,1,2020-10-27 00:37:33+00:00,1611,fast_food,Posh Burger Co.,,76
2017914059,4,2020-10-27 00:37:33+00:00,1611,fast_food,Best Turkish Kebab,,76
8048876077,1,2020-10-27 00:37:33+00:00,1611,restaurant,Mono Ramen,,76
8026670197,1,2020-10-21 00:43:23+00:00,1611,post_box,,,76
8026670198,1,2020-10-21 00:43:23+00:00,1611,grit_bin,,,76
8172202030,1,2020-11-28 00:25:17+00:00,1611,cafe,Tea Stall,,76
1253198031,3,2020-09-13 21:48:37+00:00,1611,restaurant,Yeshi Ethopian Cuisine,,76
1253198031,4,2020-10-16 23:46:51+00:00,1611,restaurant,Yeshi Ethopian Cuisine,,76
931557661,8,2020-09-13 21:25:47+00:00,1611,restaurant,The Spice,,76
331880903,6,2020-07-21 17:20:45+00:00,1611,restaurant,Burgerluxe,,76
331880901,6,2020-07-21 17:20:45+00:00,1611,fast_food,Trawlerman,,76
364783971,3,2020-07-21 12:20:31+00:00,1611,cafe,Cafe Vertige,,76
7697556226,1,2020-07-08 23:10:26+00:00,1611,waste_disposal,,,76
7697556219,1,2020-07-08 23:10:26+00:00,1611,bicycle_parking,,,76
7653618718,1,2020-06-25 19:44:58+00:00,1611,car_wash,,,76
7653618717,1,2020-06-25 19:44:58+00:00,1611,compressed_air,,,76
7735153724,1,2020-07-22 00:08:15+00:00,1611,waste_disposal,,,76
1831030379,2,2020-05-25 22:15:29+00:00,1611,telephone,,,76
519436797,4,2020-05-25 21:46:42+00:00,1611,restaurant,Methi Restaurant,,76
519436790,2,2020-05-25 21:46:42+00:00,1611,fast_food,Napoli,,76
2503401929,7,2020-05-25 13:09:56+00:00,1611,restaurant,Viet Ngon,,76
7552752182,1,2020-05-23 23:26:41+00:00,1611,grit_bin,,,76
7552751831,1,2020-05-23 22:52:21+00:00,1611,bicycle_parking,,,76
7552751832,1,2020-05-23 22:52:21+00:00,1611,bench,,,76
931618605,6,2020-09-13 21:25:47+00:00,1611,estate_agent,Dexters,,76
7557253071,1,2020-05-25 21:46:42+00:00,1611,cafe,Alex's Cafe & BIstro,,76
7697556219,2,2020-07-22 00:08:15+00:00,1611,bicycle_parking,,,76
3308460773,3,2020-05-25 16:52:39+00:00,1611,restaurant,Giovanni's Room,,76
7735153722,1,2020-07-22 00:08:15+00:00,1611,bicycle_parking,,,76
7888478131,1,2020-09-08 23:43:50+00:00,1611,kindergarten,Maria Montessori School,,76
7828046881,1,2020-08-20 01:37:27+00:00,1611,restaurant,Turquiose Kitchen,,76
1149802661,4,2020-08-20 01:31:19+00:00,1611,restaurant,The Sitara,,76
2429746324,2,2020-08-20 01:31:19+00:00,1611,restaurant,Go Bong,,76
2076088427,2,2020-09-13 21:25:47+00:00,1611,cafe,Costa,,76
7735153706,1,2020-07-22 00:08:15+00:00,1611,bicycle_parking,,,76
7779336458,1,2020-08-02 21:11:24+00:00,1611,cafe,Whittington Park Cafe,,76
389899549,3,2020-08-02 21:11:24+00:00,1611,nursery,Leaping Lizards day nursery,,76
7779470343,1,2020-08-02 22:29:08+00:00,1611,motorcycle_parking,,,76
7778462481,1,2020-08-02 17:31:02+00:00,1611,restaurant,Nando's,,76
7778333681,1,2020-08-02 16:28:38+00:00,1611,bicycle_parking,,,76
7778352085,1,2020-08-02 16:28:38+00:00,1611,cafe,DreamX,,76
7778333680,1,2020-08-02 16:28:38+00:00,1611,bicycle_parking,,,76
362315107,5,2020-08-02 16:28:38+00:00,1611,restaurant,Berto,,76
7778333682,1,2020-08-02 16:28:38+00:00,1611,bicycle_parking,,,76
7735153732,1,2020-07-22 00:08:15+00:00,1611,waste_disposal,,,76
7779240828,1,2020-08-02 20:44:06+00:00,1611,cafe,Green Room Cafe,,76
4710377594,2,2020-12-16 18:03:33+00:00,3095,cafe,London Cat Village (CLOSED),,1
60660743,13,2021-01-30 15:26:05+00:00,3306,hospital,National Hospital for Neurology and Neurosurgery,,10
2522664042,2,2021-01-27 11:28:06+00:00,3306,doctors,Maylands Healthcare,,10
7082655154,2,2020-08-18 20:36:10+00:00,3306,atm,,,10
26065849,4,2020-08-16 16:54:37+00:00,3306,fuel,,,10
924660771,6,2020-08-15 18:55:03+00:00,3306,post_box,,,10
459269359,7,2020-08-15 18:55:03+00:00,3306,pub,The Clarence,,10
262443436,7,2020-08-15 18:55:03+00:00,3306,pub,The Auld Shillelagh,,10
4686574267,9,2020-06-23 13:21:06+00:00,3306,dentist,"Heath Street Dental, Orthodontic & Implant Centre",,10
1460892237,6,2020-04-28 11:32:05+00:00,3306,ferry_terminal,Royal Wharf,,10
5573547780,3,2020-08-15 18:55:03+00:00,3306,bicycle_parking,,,10
7716683555,2,2020-09-06 17:31:11+00:00,3560,waste_basket,,,35
7716683558,2,2020-09-06 17:31:11+00:00,3560,bench,,,35
7716683556,2,2020-09-06 17:31:11+00:00,3560,bench,,,35
7716683557,2,2020-09-06 17:31:11+00:00,3560,waste_basket,,,35
7716683559,2,2020-09-06 17:31:11+00:00,3560,bench,,,35
8561588273,1,2021-03-25 19:15:05+00:00,3560,bench,,,35
6875894592,2,2021-03-25 19:15:05+00:00,3560,bench,,,35
7716683551,3,2021-03-25 19:15:05+00:00,3560,bench,,,35
7716683554,2,2020-09-06 17:31:11+00:00,3560,bench,,,35
6343898787,2,2021-03-25 19:15:05+00:00,3560,bench,,,35
6875894591,2,2021-03-25 19:15:05+00:00,3560,bench,,,35
6071759552,5,2021-03-25 19:15:05+00:00,3560,atm,,,35
8561588272,1,2021-03-25 19:15:05+00:00,3560,bench,,,35
7716683559,4,2021-03-25 19:15:05+00:00,3560,bench,,,35
6489659538,3,2021-03-25 19:15:05+00:00,3560,childcare,Little Elms Catford Green,,35
5763164356,2,2021-03-25 19:15:05+00:00,3560,bench,,,35
6071759552,3,2020-09-06 17:31:11+00:00,3560,atm,,,35
7716683550,1,2020-07-15 11:37:45+00:00,3560,bench,,,35
4007141242,2,2020-08-12 21:58:04+00:00,3560,school,Greenvale School,,35
479652529,3,2020-08-12 21:58:10+00:00,3560,pub,Fox's,,35
7202110893,2,2020-07-15 11:37:45+00:00,3560,waste_basket,,,35
7716683551,1,2020-07-15 11:37:45+00:00,3560,bench,,,35
7716683555,1,2020-07-15 11:37:45+00:00,3560,waste_basket,,,35
7716683557,1,2020-07-15 11:37:45+00:00,3560,waste_basket,,,35
6071759552,2,2020-07-15 11:37:45+00:00,3560,atm,,,35
7716683554,1,2020-07-15 11:37:45+00:00,3560,bench,,,35
7202110894,2,2020-07-15 11:37:45+00:00,3560,bicycle_parking,,,35
7202110892,2,2020-07-15 11:37:45+00:00,3560,waste_basket,,,35
7716683558,1,2020-07-15 11:37:45+00:00,3560,bench,,,35
5940855181,2,2020-07-15 11:37:45+00:00,3560,bench,,,35
6875894614,2,2020-07-15 11:37:45+00:00,3560,waste_basket,,,35
7716683559,1,2020-07-15 11:37:45+00:00,3560,bench,,,35
4327820620,3,2020-07-15 11:37:45+00:00,3560,bicycle_parking,,,35
7716683556,1,2020-07-15 11:37:45+00:00,3560,bench,,,35
3957999201,2,2020-08-12 21:58:02+00:00,3560,school,Kings Kids Christian School,,35
3654011475,2,2021-03-26 11:29:29+00:00,5045,post_box,,,53
5121004021,2,2021-03-26 11:27:56+00:00,5045,atm,,,53
582013515,4,2021-03-26 11:18:08+00:00,5045,parking,,,53
582013515,3,2021-03-26 11:17:54+00:00,5045,parking,,,53
419912309,3,2021-03-26 11:16:04+00:00,5045,bicycle_parking,,,53
3574413501,2,2021-03-22 13:21:34+00:00,5045,telephone,,,53
3582900895,2,2021-03-22 13:30:28+00:00,5045,post_box,,,53
3574413500,3,2021-03-22 13:21:11+00:00,5045,post_box,,,53
3574413500,2,2021-03-22 13:21:09+00:00,5045,post_box,,,53
3578721977,2,2021-03-26 11:29:56+00:00,5045,post_box,,,53
3514359960,2,2021-03-24 11:02:42+00:00,5045,post_box,,,53
3654011475,3,2021-03-26 11:30:29+00:00,5045,post_box,,,53
420729621,4,2021-03-26 11:37:24+00:00,5045,post_box,,,53
420738723,3,2021-03-26 11:32:41+00:00,5045,telephone,,,53
420729636,4,2021-03-26 11:34:20+00:00,5045,atm,,,53
419901249,2,2021-03-26 11:36:08+00:00,5045,bicycle_parking,,,53
419901247,2,2021-03-26 11:36:11+00:00,5045,bicycle_parking,,,53
419901249,3,2021-03-26 11:36:15+00:00,5045,bicycle_parking,,,53
419901247,3,2021-03-26 11:36:17+00:00,5045,bicycle_parking,,,53
420729621,5,2021-03-26 11:37:29+00:00,5045,post_box,,,53
583344737,2,2021-03-26 11:52:10+00:00,5045,telephone,,,53
3508868922,3,2021-03-26 12:06:48+00:00,5045,post_box,,,53
420752278,3,2021-03-30 15:02:06+00:00,5045,post_box,,,53
277547997,4,2021-03-19 13:12:05+00:00,5045,post_box,,,53
420300529,3,2021-03-26 11:31:21+00:00,5045,bicycle_parking,,,53
