,nodeId,version,timestamp,userId,amenityType,name,disused,numEdits,mod_numEdits
2750,6375438896,1,2019-04-01 08:36:10+00:00,238584,fountain,,,25,25
13731,255008099,3,2019-04-01 10:01:36+00:00,9585168,restaurant,Paesan,,1,1
8933,6375669141,1,2019-04-01 11:02:19+00:00,2055614,restaurant,Safa Restaurant,,1191,1191
8931,519175230,2,2019-04-01 11:02:20+00:00,2055614,restaurant,Mahal,,1191,1191
8932,295448577,8,2019-04-01 11:02:20+00:00,2055614,restaurant,Al Arez Express,,1191,1191
8930,649910624,2,2019-04-01 11:02:21+00:00,2055614,telephone,,,1191,1191
8929,3906176889,3,2019-04-01 11:02:21+00:00,2055614,motorcycle_parking,,,1191,1191
8928,6375719846,1,2019-04-01 11:34:17+00:00,2055614,parking_entrance,,,1191,1191
8927,2186453782,2,2019-04-01 11:34:18+00:00,2055614,parking_entrance,,,1191,1191
8934,298177142,5,2019-04-01 11:34:18+00:00,2055614,parking,Sherwood Court Parking,,1191,1191
8925,2186453679,3,2019-04-01 12:03:21+00:00,2055614,parking,NCP Sherwood Court Car Park,,1191,1191
6349,4253428823,2,2019-04-01 13:41:36+00:00,352985,recycling,,,309,309
5738,738826474,4,2019-04-01 14:13:36+00:00,322039,post_box,,,4826,965
8924,298220963,2,2019-04-01 17:56:04+00:00,2055614,pub,Duke of York,,1191,1191
1179,6376714332,1,2019-04-01 20:12:44+00:00,30636,fast_food,TGF Pizza,,167,167
8923,298220599,7,2019-04-02 04:35:27+00:00,2055614,pub,Lord Wargrave,,1191,1191
8922,649910609,2,2019-04-02 04:35:27+00:00,2055614,casino,The Grosvenor Victoria Casino,,1191,1191
8920,942839312,2,2019-04-02 04:35:28+00:00,2055614,casino,Grosvenor Hotel Casino,,1191,1191
8921,1510676686,3,2019-04-02 04:35:28+00:00,2055614,parking_entrance,,,1191,1191
7602,6377597542,1,2019-04-02 07:36:40+00:00,1732719,fast_food,Beckton Fish Bar,,1,1
13578,6377762388,1,2019-04-02 08:54:47+00:00,9517839,place_of_worship,,,123,123
13574,6377747504,2,2019-04-02 08:54:47+00:00,9517839,school,,,123,123
13575,6377762387,1,2019-04-02 08:54:47+00:00,9517839,place_of_worship,,,123,123
13573,6377990711,1,2019-04-02 10:08:41+00:00,9517839,place_of_worship,,,123,123
819,1043439237,3,2019-04-02 10:16:03+00:00,10785,atm,,,3,3
7281,6378576630,1,2019-04-02 13:51:58+00:00,617138,post_office,Marion Crescent Post Office,,369,369
7282,6378576629,1,2019-04-02 13:51:58+00:00,617138,post_box,,,369,369
7283,6378576628,1,2019-04-02 13:51:58+00:00,617138,post_box,,,369,369
13392,1895129841,7,2019-04-02 15:26:36+00:00,9451067,bar,Graphic Bar,,14,14
13391,2996559743,3,2019-04-02 15:26:46+00:00,9451067,cafe,Elliot's,,14,14
13390,5499637720,7,2019-04-02 15:26:48+00:00,9451067,veterinary,Poplar Vets,,14,14
13389,2327367214,5,2019-04-02 15:26:49+00:00,9451067,cafe,Aobaba,,14,14
13388,4181925969,3,2019-04-02 15:26:51+00:00,9451067,restaurant,Sosharu,,14,14
13387,247328377,9,2019-04-02 15:26:52+00:00,9451067,pub,The Alex,,14,14
13393,4685849442,3,2019-04-02 15:26:52+00:00,9451067,restaurant,Natura Pizzeria,,14,14
13385,637882835,7,2019-04-02 15:26:57+00:00,9451067,hospital,Sloane Hospital,,14,14
13384,1588957562,8,2019-04-02 15:26:58+00:00,9451067,library,Islington Local History Centre,,14,14
13383,3592458098,7,2019-04-02 15:27:01+00:00,9451067,bar,Howling Hops Tank Bar,,14,14
13382,362359474,5,2019-04-02 15:27:10+00:00,9451067,pub,The Horatia,,14,14
12407,713773284,2,2019-04-02 18:39:54+00:00,5201794,college,Uxbridge College,,3,3
12408,1501015742,3,2019-04-02 18:39:54+00:00,5201794,fast_food,McDonald's,,3,3
12409,770646173,2,2019-04-02 19:05:57+00:00,5201794,place_of_worship,St Anselm's,,3,3
5737,4678538684,2,2019-04-03 00:09:17+00:00,322039,bicycle_parking,,,4826,965
5736,49786715,7,2019-04-03 00:15:44+00:00,322039,post_box,,,4826,965
5735,52735489,6,2019-04-03 00:44:57+00:00,322039,post_box,,,4826,965
5734,6379863498,1,2019-04-03 00:49:20+00:00,322039,bicycle_parking,,,4826,965
5732,6379863501,1,2019-04-03 00:49:20+00:00,322039,bicycle_parking,,,4826,965
5733,6379863499,1,2019-04-03 00:49:20+00:00,322039,bicycle_parking,,,4826,965
5731,6379865991,1,2019-04-03 00:52:45+00:00,322039,bicycle_parking,,,4826,965
8926,6380036562,1,2019-04-03 04:02:47+00:00,2055614,casino,The Little Vic Casino,,1191,1191
8935,519175222,7,2019-04-03 04:02:48+00:00,2055614,fast_food,McDonald's,,1191,1191
8936,519175246,4,2019-04-03 04:02:48+00:00,2055614,pharmacy,Prince Pharmacy,,1191,1191
8937,519175251,5,2019-04-03 04:02:48+00:00,2055614,cafe,Caffè Nero,,1191,1191
8952,649910609,3,2019-04-03 04:02:48+00:00,2055614,casino,The Grosvenor Victoria Casino,,1191,1191
8951,519175255,5,2019-04-03 04:02:49+00:00,2055614,restaurant,Salmia Tandoori,,1191,1191
8950,519175286,5,2019-04-03 04:02:49+00:00,2055614,restaurant,Patogh Restaurant,,1191,1191
13126,6380360271,1,2019-04-03 08:52:01+00:00,7589824,drinking_water,,,25,25
13125,6380360270,1,2019-04-03 08:52:01+00:00,7589824,toilets,,,25,25
13124,3357569166,7,2019-04-03 08:52:01+00:00,7589824,toilets,,,25,25
13121,681199392,4,2019-04-03 09:36:21+00:00,7589824,fast_food,Burger King,,25,25
13120,681199723,4,2019-04-03 09:36:21+00:00,7589824,cafe,Upper Crust,,25,25
13122,552175500,10,2019-04-03 09:36:21+00:00,7589824,pharmacy,Boots,,25,25
13123,681200105,5,2019-04-03 09:36:21+00:00,7589824,cafe,Delice de France,,25,25
13114,3357569149,2,2019-04-03 09:36:22+00:00,7589824,bar,Virgin First Class Lounge,,25,25
13117,3510164471,4,2019-04-03 09:36:22+00:00,7589824,fast_food,Mi Casa,,25,25
13111,3357569131,4,2019-04-03 09:36:22+00:00,7589824,cafe,AMT Coffee,,25,25
13115,3526710804,3,2019-04-03 09:36:22+00:00,7589824,fast_food,Itsu,,25,25
13119,3467965761,2,2019-04-03 09:36:22+00:00,7589824,atm,,,25,25
13103,3357569132,3,2019-04-03 09:36:22+00:00,7589824,fast_food,Camden Food Co.,,25,25
13127,3647564144,4,2019-04-03 09:36:22+00:00,7589824,cafe,Beany Australia,,25,25
13118,3357569166,8,2019-04-03 09:36:22+00:00,7589824,toilets,,,25,25
13116,3357569139,2,2019-04-03 09:36:22+00:00,7589824,bureau_de_change,International Currency Exchange.,,25,25
13104,6380360270,2,2019-04-03 09:36:23+00:00,7589824,toilets,,,25,25
13106,3647564145,3,2019-04-03 09:36:23+00:00,7589824,fast_food,Big Apple Hot Dogs,,25,25
13105,6380360271,2,2019-04-03 09:36:23+00:00,7589824,drinking_water,,,25,25
13113,4270686799,3,2019-04-03 09:36:23+00:00,7589824,cafe,Caffè Nero,,25,25
13108,3647564146,3,2019-04-03 09:36:23+00:00,7589824,fast_food,The Rib Man,,25,25
10289,6381157985,1,2019-04-03 15:50:10+00:00,3882311,restaurant,Deserted Cactus,,54,54
13109,6381240591,1,2019-04-03 16:33:26+00:00,7589824,pub,The Signal Box,,25,25
13107,3357569149,3,2019-04-03 16:33:27+00:00,7589824,bar,Virgin First Class Lounge,,25,25
13110,3357569139,3,2019-04-03 16:33:27+00:00,7589824,bureau_de_change,International Currency Exchange.,,25,25
1180,6381585364,1,2019-04-03 18:25:40+00:00,30636,cafe,Fab House,,167,167
1181,6381585365,1,2019-04-03 18:25:41+00:00,30636,bank,NatWest,,167,167
6348,6381864390,1,2019-04-03 19:57:08+00:00,352985,cafe,London's Latest Scandal,,309,309
9474,6381967022,1,2019-04-03 21:03:08+00:00,2518886,vending_machine,,,27,27
9480,6381967006,1,2019-04-03 21:03:08+00:00,2518886,car_wash,,,27,27
1185,6382045247,1,2019-04-03 22:02:53+00:00,30636,pharmacy,Farncray Pharmacy,,167,167
1182,6382045242,1,2019-04-03 22:02:53+00:00,30636,restaurant,Joy Kitchen,,167,167
1183,6382045243,1,2019-04-03 22:02:53+00:00,30636,cafe,Primo Caffe,,167,167
1184,6382045245,1,2019-04-03 22:02:53+00:00,30636,restaurant,Xi'an,,167,167
1186,6382045255,1,2019-04-03 22:02:54+00:00,30636,restaurant,King Palace,,167,167
1187,6382045253,1,2019-04-03 22:02:54+00:00,30636,dentist,Orpington Dental Care,,167,167
1188,6382045254,1,2019-04-03 22:02:54+00:00,30636,restaurant,Quality,,167,167
7637,6382062455,1,2019-04-03 22:22:31+00:00,1735800,bench,,,62,62
6919,425986583,5,2019-04-03 22:30:54+00:00,577089,post_box,,,279,279
7638,4145031909,2,2019-04-03 23:05:01+00:00,1735800,atm,Sainsbury's,,62,62
6918,6382141891,1,2019-04-03 23:41:50+00:00,577089,fast_food,Favorite,,279,279
6917,6382141896,1,2019-04-03 23:41:50+00:00,577089,cafe,Starbucks,,279,279
6916,258875266,2,2019-04-03 23:41:52+00:00,577089,bicycle_parking,,,279,279
8948,6382482131,1,2019-04-04 04:32:58+00:00,2055614,embassy,Belize High Commission,,1191,1191
8949,6382482132,1,2019-04-04 04:32:58+00:00,2055614,embassy,High Commission for Antigua and Barbuda,,1191,1191
8947,6382482166,1,2019-04-04 04:32:59+00:00,2055614,pharmacy,Safeer Pharmacy,,1191,1191
8943,3573387132,2,2019-04-04 04:33:01+00:00,2055614,telephone,,,1191,1191
8944,519175275,7,2019-04-04 04:33:01+00:00,2055614,restaurant,Freej Swaileh,,1191,1191
8945,3573387131,2,2019-04-04 04:33:01+00:00,2055614,telephone,,,1191,1191
8946,3495826289,3,2019-04-04 04:33:01+00:00,2055614,bureau_de_change,,,1191,1191
8942,519175265,8,2019-04-04 04:33:02+00:00,2055614,atm,,,1191,1191
1531,741370817,5,2019-04-04 07:21:43+00:00,84263,post_box,,,180,180
1524,269711581,4,2019-04-04 07:21:43+00:00,84263,post_box,,,180,180
1533,2994546899,3,2019-04-04 07:21:44+00:00,84263,post_box,,,180,180
1534,741370852,5,2019-04-04 07:21:44+00:00,84263,post_box,,,180,180
1532,3506858770,3,2019-04-04 07:21:44+00:00,84263,post_box,,,180,180
1536,741370838,6,2019-04-04 07:21:44+00:00,84263,post_box,,,180,180
1535,741370847,5,2019-04-04 07:21:44+00:00,84263,post_box,,,180,180
1551,3506855970,3,2019-04-04 07:21:44+00:00,84263,post_box,,,180,180
1537,5538811576,3,2019-04-04 07:21:45+00:00,84263,post_box,,,180,180
1538,6225208462,2,2019-04-04 07:22:15+00:00,84263,post_box,,,180,180
1539,30669307,4,2019-04-04 07:53:55+00:00,84263,post_box,,,180,180
1540,246842393,6,2019-04-04 07:53:55+00:00,84263,post_box,,,180,180
1543,281583933,4,2019-04-04 07:53:56+00:00,84263,post_box,,,180,180
1544,270420474,6,2019-04-04 07:53:56+00:00,84263,post_box,,,180,180
1542,298015447,3,2019-04-04 07:53:56+00:00,84263,post_box,,,180,180
1541,273533102,6,2019-04-04 07:53:56+00:00,84263,post_box,,,180,180
1546,554959844,6,2019-04-04 07:53:58+00:00,84263,post_box,,,180,180
1529,371598890,3,2019-04-04 07:53:58+00:00,84263,post_box,,,180,180
1548,417718838,5,2019-04-04 07:53:58+00:00,84263,post_box,,,180,180
1547,391097395,5,2019-04-04 07:53:58+00:00,84263,post_box,,,180,180
1545,470304250,6,2019-04-04 07:53:58+00:00,84263,post_box,,,180,180
1528,741354422,5,2019-04-04 07:54:00+00:00,84263,post_box,,,180,180
1549,1149802806,4,2019-04-04 07:54:00+00:00,84263,post_box,,,180,180
1526,1289450312,5,2019-04-04 07:54:01+00:00,84263,post_box,,,180,180
1508,2188702621,3,2019-04-04 07:54:01+00:00,84263,post_box,,,180,180
1507,1289450360,5,2019-04-04 07:54:01+00:00,84263,post_box,,,180,180
1509,3250832307,4,2019-04-04 07:54:02+00:00,84263,post_box,,,180,180
1511,5703152017,2,2019-04-04 07:54:04+00:00,84263,post_box,,,180,180
1510,5538811577,3,2019-04-04 07:54:04+00:00,84263,post_box,,,180,180
1513,5936526189,2,2019-04-04 07:54:05+00:00,84263,post_box,,,180,180
1515,5752060522,2,2019-04-04 07:54:05+00:00,84263,post_box,,,180,180
1514,5751991913,3,2019-04-04 07:54:05+00:00,84263,post_box,,,180,180
1512,5752095746,2,2019-04-04 07:54:05+00:00,84263,post_box,,,180,180
1516,6180496700,2,2019-04-04 07:54:07+00:00,84263,post_box,,,180,180
13381,4360403989,4,2019-04-04 08:07:30+00:00,9451067,restaurant,J&D Kebab 2,,14,14
1193,6382045254,2,2019-04-04 08:20:48+00:00,30636,restaurant,Quality,,167,167
1195,6382045247,2,2019-04-04 08:20:48+00:00,30636,pharmacy,Farncray Pharmacy,,167,167
1198,6382045242,2,2019-04-04 08:20:48+00:00,30636,restaurant,Joy Kitchen,,167,167
1191,6382045243,2,2019-04-04 08:20:48+00:00,30636,cafe,Primo Caffe,,167,167
1189,6382045255,2,2019-04-04 08:20:48+00:00,30636,restaurant,King Palace,,167,167
1194,6382045245,2,2019-04-04 08:20:48+00:00,30636,restaurant,Xi'an,,167,167
1190,6382045253,2,2019-04-04 08:20:48+00:00,30636,dentist,Orpington Dental Care,,167,167
1178,6382828577,1,2019-04-04 08:40:35+00:00,30636,bicycle_parking,,,167,167
13112,681199392,5,2019-04-04 09:03:10+00:00,7589824,fast_food,Burger King,,25,25
6347,588514255,6,2019-04-04 09:22:14+00:00,352985,car_rental,Avis Budget,,309,309
10178,5295581164,5,2019-04-04 13:30:07+00:00,3068489,fuel,Shell;Lambeth Merton Surrey Tyre Management Centre,,4,4
9353,6383492452,1,2019-04-04 13:49:43+00:00,2056723,restaurant,Ewenla Lounge,,43,43
9349,6383492453,1,2019-04-04 13:49:43+00:00,2056723,fast_food,Delta Express Pizza,,43,43
9352,6383492425,1,2019-04-04 13:49:43+00:00,2056723,atm,,,43,43
9354,6383492457,1,2019-04-04 13:49:43+00:00,2056723,cafe,Little Deli @17,,43,43
9356,6383492421,1,2019-04-04 13:49:43+00:00,2056723,fast_food,Dixie Grill,,43,43
9355,6383492426,1,2019-04-04 13:49:43+00:00,2056723,fast_food,Morley's,,43,43
9357,6383492458,1,2019-04-04 13:49:43+00:00,2056723,restaurant,Hong Kong Garden,,43,43
9360,6383492460,1,2019-04-04 13:49:44+00:00,2056723,cafe,Queen's Cafe,,43,43
9358,5613907703,2,2019-04-04 13:49:47+00:00,2056723,restaurant,Tiwa 'N' Tiwa,,43,43
6099,931645253,3,2019-04-04 14:06:59+00:00,346039,restaurant,Negozio Classica,,123,123
820,370092701,6,2019-04-04 15:19:44+00:00,10785,place_of_worship,St Mary’s Church Tower,,3,3
11275,1801829042,9,2019-04-04 18:55:11+00:00,4769623,cafe,Baba Souks,,2,2
7639,4145031909,3,2019-04-04 19:08:21+00:00,1735800,atm,Sainsbury's,,62,62
12979,6384246785,1,2019-04-04 20:08:22+00:00,7238151,restaurant,Dimt,,10,10
12978,6384330787,1,2019-04-04 20:52:02+00:00,7238151,pub,Prince of Wales Feathers,,10,10
7984,925761472,5,2019-04-04 22:21:23+00:00,1878856,bicycle_parking,,,348,348
7985,5899373585,4,2019-04-04 22:21:23+00:00,1878856,restaurant,Laksamania,,348,348
7986,6384451253,1,2019-04-04 22:21:23+00:00,1878856,cafe,Omotesando Koffee,,348,348
10253,6384507750,1,2019-04-04 23:40:40+00:00,3818858,piano,,,3,3
5730,6384523735,1,2019-04-05 00:06:04+00:00,322039,motorcycle_parking,,,4826,965
5729,6384601008,1,2019-04-05 01:28:12+00:00,322039,bicycle_parking,,,4826,965
6522,6384619093,1,2019-04-05 01:45:25+00:00,476613,pub,,,3,3
6520,6384619093,2,2019-04-05 02:08:58+00:00,476613,pub,One Knightrider,,3,3
6521,6384650481,1,2019-04-05 02:16:10+00:00,476613,bench,,,3,3
8941,6384783083,1,2019-04-05 04:41:12+00:00,2055614,embassy,Embassy of Guinea,,1191,1191
1177,6385805933,1,2019-04-05 14:45:55+00:00,30636,fast_food,McDonalds,,167,167
1196,6385805938,1,2019-04-05 14:45:55+00:00,30636,fast_food,Pizza Bulls,,167,167
11266,6385907287,1,2019-04-05 15:53:27+00:00,4659237,bar,The Crown,,1,1
8940,6386014094,1,2019-04-05 16:28:59+00:00,2055614,parking,,,1191,1191
8939,6386014099,1,2019-04-05 16:28:59+00:00,2055614,parking,,,1191,1191
8938,1611353591,4,2019-04-05 16:29:02+00:00,2055614,pub,The Beehive,,1191,1191
13135,6386585285,1,2019-04-05 19:35:47+00:00,7649707,restaurant,STK,,7,7
13136,6386688885,1,2019-04-05 20:27:15+00:00,7649707,restaurant,San Miguel outside bar,,7,7
13137,6386762785,1,2019-04-05 21:14:40+00:00,7649707,bar,Radio Rooftop Bar,,7,7
1175,6385805938,2,2019-04-05 22:22:20+00:00,30636,fast_food,Pizza Bulls,,167,167
1158,6385805933,2,2019-04-05 22:22:20+00:00,30636,fast_food,McDonalds,,167,167
1159,6386850112,1,2019-04-05 22:22:20+00:00,30636,school,Explore Learning - Maths & English,,167,167
1160,6386858905,1,2019-04-05 22:36:26+00:00,30636,fast_food,Domino's,,167,167
1161,6386858904,1,2019-04-05 22:36:26+00:00,30636,restaurant,Nasala Babbas,,167,167
1165,6386850112,2,2019-04-05 22:36:27+00:00,30636,school,Explore Learning - Maths & English,,167,167
1162,6385805938,3,2019-04-05 22:36:27+00:00,30636,fast_food,Pizza Bulls,,167,167
1163,1590158149,3,2019-04-05 22:36:27+00:00,30636,community_centre,Orpington Village Hall,,167,167
1164,6385805933,3,2019-04-05 22:36:27+00:00,30636,fast_food,McDonalds,,167,167
1170,6382045247,3,2019-04-05 23:03:55+00:00,30636,pharmacy,Farncray Pharmacy,,167,167
1166,6382045254,3,2019-04-05 23:03:55+00:00,30636,restaurant,Quality,,167,167
1169,6382045242,3,2019-04-05 23:03:55+00:00,30636,restaurant,Joy Kitchen,,167,167
1167,6382045243,3,2019-04-05 23:03:55+00:00,30636,cafe,Primo Caffe,,167,167
1168,6382045245,3,2019-04-05 23:03:55+00:00,30636,restaurant,Xi'an,,167,167
1171,6382045255,3,2019-04-05 23:03:56+00:00,30636,restaurant,King Palace,,167,167
8919,6387073539,1,2019-04-06 03:58:43+00:00,2055614,parking,,,1191,1191
8953,2506478282,4,2019-04-06 03:58:46+00:00,2055614,restaurant,Briciole,,1191,1191
8918,6387082661,1,2019-04-06 04:21:05+00:00,2055614,dentist,Crescent Dental,,1191,1191
8916,1116225090,4,2019-04-06 04:21:06+00:00,2055614,pharmacy,Seymour Pharmacy,,1191,1191
8894,6387108534,1,2019-04-06 05:07:33+00:00,2055614,parking,,,1191,1191
8895,6387108537,1,2019-04-06 05:07:33+00:00,2055614,parking,,,1191,1191
8896,6387108528,1,2019-04-06 05:07:33+00:00,2055614,dentist,Harley Teeth Whitening,,1191,1191
8893,295905045,14,2019-04-06 06:24:55+00:00,2055614,restaurant,The Harcourt,,1191,1191
8892,371188295,4,2019-04-06 06:24:56+00:00,2055614,restaurant,Dinings,,1191,1191
1172,6387216361,1,2019-04-06 06:53:07+00:00,30636,bank,HSBC,,167,167
1174,6387216358,1,2019-04-06 06:53:07+00:00,30636,restaurant,Orpington Express,,167,167
1173,6387216363,1,2019-04-06 06:53:07+00:00,30636,restaurant,Ephesus,,167,167
8891,6387260853,1,2019-04-06 07:46:17+00:00,2055614,cafe,The Marylebone Kitchen,,1191,1191
6346,6387372258,1,2019-04-06 09:51:28+00:00,352985,fast_food,Riot Chicken,,309,309
12955,6387387461,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12954,6387387456,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12958,6387387462,1,2019-04-06 10:11:30+00:00,7125341,waste_basket,,,15,15
12956,6387387455,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12957,6387387454,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12959,6387387453,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12960,6387387460,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12961,6387387452,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12962,6387387459,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12963,6387387457,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12950,6387387458,1,2019-04-06 10:11:30+00:00,7125341,bench,,,15,15
12953,2376604122,3,2019-04-06 10:32:04+00:00,7125341,bicycle_parking,,,15,15
12952,2801242249,2,2019-04-06 10:32:04+00:00,7125341,grit_bin,,,15,15
7983,6387408095,1,2019-04-06 10:37:16+00:00,1878856,cafe,Bea's of Bloomsbury,,348,348
12949,6387437918,1,2019-04-06 11:03:08+00:00,7125341,bench,,,15,15
12951,6387437919,1,2019-04-06 11:03:08+00:00,7125341,bench,,,15,15
7982,6387498577,1,2019-04-06 12:06:11+00:00,1878856,bar,The Alchemy Bar,,348,348
7981,6387500435,1,2019-04-06 12:08:04+00:00,1878856,bicycle_parking,,,348,348
7980,6387505494,1,2019-04-06 12:12:02+00:00,1878856,bicycle_parking,,,348,348
1275,3887905010,3,2019-04-06 12:44:14+00:00,37137,restaurant,The Alchemist,,31,31
5728,4085383403,2,2019-04-06 13:31:09+00:00,322039,restaurant,Milano Pizza,,4826,965
9451,5579276529,2,2019-04-06 14:29:03+00:00,2337040,restaurant,Mildreds,,1,1
7979,6387828802,1,2019-04-06 15:58:46+00:00,1878856,bicycle_parking,,,348,348
7987,553312885,4,2019-04-06 15:58:46+00:00,1878856,bicycle_parking,,,348,348
7978,6387828761,1,2019-04-06 15:58:47+00:00,1878856,telephone,,,348,348
7976,6387828762,1,2019-04-06 15:58:48+00:00,1878856,waste_basket,,,348,348
7975,6387828803,1,2019-04-06 15:58:48+00:00,1878856,bicycle_parking,,,348,348
7974,3831759358,2,2019-04-06 15:58:49+00:00,1878856,bicycle_parking,,,348,348
7973,6387828804,1,2019-04-06 15:58:49+00:00,1878856,charging_station,,,348,348
7972,6387828805,1,2019-04-06 15:58:50+00:00,1878856,bicycle_parking,,,348,348
7971,6387818321,1,2019-04-06 15:58:54+00:00,1878856,bicycle_parking,,,348,348
687,6387843960,1,2019-04-06 16:04:14+00:00,7576,bench,,,382,382
4813,4150647808,4,2019-04-06 21:16:37+00:00,290680,restaurant,Bluebells of portobello,,437,437
5727,6388304612,1,2019-04-06 22:31:54+00:00,322039,bicycle_parking,,,4826,965
5726,6388304610,1,2019-04-06 22:31:54+00:00,322039,bicycle_parking,,,4826,965
8897,942820565,6,2019-04-07 03:18:46+00:00,2055614,post_box,,,1191,1191
8890,2496856287,2,2019-04-07 07:05:43+00:00,2055614,parking,,,1191,1191
6345,6389076531,1,2019-04-07 14:12:29+00:00,352985,bicycle_parking,,,309,309
9476,6389234698,1,2019-04-07 16:37:18+00:00,2518886,car_wash,,,27,27
7466,885386909,6,2019-04-07 16:49:29+00:00,878284,cafe,Starbucks,,7,7
1176,6385805938,4,2019-04-07 17:42:16+00:00,30636,fast_food,Pizza Bulls,,167,167
1197,6385805933,4,2019-04-07 17:42:16+00:00,30636,fast_food,McDonalds,,167,167
1239,6386858905,2,2019-04-07 17:42:16+00:00,30636,fast_food,Domino's,,167,167
1199,6387216358,2,2019-04-07 17:42:18+00:00,30636,restaurant,Orpington Express,,167,167
1221,6387216363,2,2019-04-07 17:42:18+00:00,30636,restaurant,Ephesus,,167,167
1224,6387216361,2,2019-04-07 17:55:52+00:00,30636,bank,HSBC,,167,167
1225,6389336098,1,2019-04-07 17:55:52+00:00,30636,restaurant,Olive Tree,,167,167
1223,6387216358,3,2019-04-07 17:55:52+00:00,30636,restaurant,Orpington Express,,167,167
1222,6381585365,2,2019-04-07 17:55:52+00:00,30636,bank,NatWest,,167,167
1230,6387216363,3,2019-04-07 17:55:53+00:00,30636,restaurant,Ephesus,,167,167
7465,388116719,10,2019-04-07 18:10:50+00:00,878284,cafe,Starbucks,,7,7
1229,6389384002,1,2019-04-07 18:18:17+00:00,30636,cafe,Cafe,,167,167
1228,6389384006,1,2019-04-07 18:18:17+00:00,30636,restaurant,A Mano,,167,167
1227,6389384000,1,2019-04-07 18:18:17+00:00,30636,restaurant,Subway,,167,167
1156,6389383998,1,2019-04-07 18:18:17+00:00,30636,restaurant,Miso Noodle Bar,,167,167
1238,6381585364,2,2019-04-07 18:18:18+00:00,30636,cafe,Fab House,,167,167
9477,6389668061,1,2019-04-07 22:12:54+00:00,2518886,bicycle_parking,,,27,27
9481,6389668105,1,2019-04-07 22:12:55+00:00,2518886,bench,,,27,27
9479,6389668103,1,2019-04-07 22:12:55+00:00,2518886,bench,,,27,27
9485,6389668104,1,2019-04-07 22:12:55+00:00,2518886,bench,,,27,27
9478,6389668106,1,2019-04-07 22:12:55+00:00,2518886,bench,,,27,27
9482,6389668107,1,2019-04-07 22:12:55+00:00,2518886,bench,,,27,27
9484,6389668139,1,2019-04-07 22:12:56+00:00,2518886,bench,,,27,27
9483,6389668140,1,2019-04-07 22:12:56+00:00,2518886,bench,,,27,27
9471,6389668171,1,2019-04-07 22:12:57+00:00,2518886,bench,,,27,27
9470,6389668173,1,2019-04-07 22:12:57+00:00,2518886,bench,,,27,27
9469,6389668170,1,2019-04-07 22:12:57+00:00,2518886,bench,,,27,27
9473,6389668172,1,2019-04-07 22:12:57+00:00,2518886,bench,,,27,27
9475,6389668190,1,2019-04-07 22:12:57+00:00,2518886,bench,,,27,27
1231,6389671994,1,2019-04-07 22:18:57+00:00,30636,bank,Halifax,,167,167
1234,6389671996,1,2019-04-07 22:18:57+00:00,30636,restaurant,Osteria De Fabrizio,,167,167
1233,6389671990,1,2019-04-07 22:18:57+00:00,30636,bank,Santander,,167,167
1232,6389671992,1,2019-04-07 22:18:57+00:00,30636,bank,Barclays,,167,167
1235,6389671994,2,2019-04-07 22:38:10+00:00,30636,bank,Halifax,,167,167
1236,6389671996,2,2019-04-07 22:38:10+00:00,30636,restaurant,Osteria De Fabrizio,,167,167
7970,295801397,6,2019-04-08 05:53:18+00:00,1878856,recycling,,,348,348
2652,568541033,6,2019-04-08 11:24:16+00:00,221326,cafe,Costa,,282,65
2655,295971749,11,2019-04-08 11:24:16+00:00,221326,cafe,Starbucks,,282,65
2650,573320898,3,2019-04-08 11:24:16+00:00,221326,fast_food,Burger King,,282,65
2651,849731670,10,2019-04-08 11:24:16+00:00,221326,restaurant,Wasabi,,282,65
2653,568542316,3,2019-04-08 11:24:16+00:00,221326,cafe,Starbucks,,282,65
2654,2548716124,4,2019-04-08 11:24:16+00:00,221326,fast_food,Subway,,282,65
2647,568544257,10,2019-04-08 11:24:17+00:00,221326,pharmacy,Boots,,282,65
2649,4329962743,2,2019-04-08 11:24:17+00:00,221326,cafe,Caffè Nero,,282,65
6344,6389076531,2,2019-04-08 13:09:12+00:00,352985,bicycle_parking,,,309,309
6343,6390779450,1,2019-04-08 13:18:42+00:00,352985,parking_entrance,,,309,309
6342,6390779451,1,2019-04-08 13:18:42+00:00,352985,parking_entrance,,,309,309
7467,2778358255,12,2019-04-08 13:40:50+00:00,878284,cafe,Starbucks,,7,7
13318,6391757487,1,2019-04-08 19:02:32+00:00,9333936,childcare,Community Vision,,2,2
13317,6391756280,1,2019-04-08 19:02:32+00:00,9333936,clinic,Oaks Park Medical Centre,,2,2
1218,6389383998,2,2019-04-08 20:42:24+00:00,30636,restaurant,Miso Noodle Bar,,167,167
1226,6389384002,2,2019-04-08 20:42:24+00:00,30636,cafe,Cafe,,167,167
